Filer,VServer,Volume,Aggregate,Size,State,Policy,Junction-Path,Used,Snapshot-Policy,Clone-Volume,Compression-Space-Saved,Dedupe-Space-Saved,Clone-Parent-Name,QTree,QTree-Quota,QTree-Used,Space-Needed,Space-Alloc-Needed,CIFS,Owner,EMT-2,BU,Site:Path
noiclapa01-cls-mgt,vs0,xtensa_tools,noiclapa01_p8_SATA0,500GB,online,default,/vols/xtensa_tools,392GB,none,false,0GB,0GB,-,-,-,-,392GB,108GB,-,-,-,-,noida:/servers/xtensa-tools
noiclapa01-cls-mgt,vs0,zfed_project,noiclapa01_p2_SAS0,1100GB,online,fed,/vols/zfed_project,955GB,none,false,0GB,0GB,-,-,-,-,955GB,145GB,-,-,-,-,noida:/vols/zfed
noiclapa01-cls-mgt,vs_vdi,esx_infra_win_db_vol01,noiclapa01_p10_SAS0_RESERVED_VDI,3072GB,online,infra_win01,/esx/esx_infra_win_db_vol01,1737GB,default_VDI,false,0GB,248GB,-,-,-,-,1985GB,1087GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_infra_win_vdi01,noiclapa01_p9_SAS0_RESERVED_VDI,7168GB,online,infra_win01,/esx/esx_infra_win_vdi01,5222GB,default_VDI,false,0GB,1045GB,-,-,-,-,6267GB,901GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_infra_win_vdi02,noiclapa01_p10_SAS0_RESERVED_VDI,4608GB,online,infra_win02,/esx/esx_infra_win_vdi02,2862GB,default_VDI,false,0GB,1034GB,-,-,-,-,3896GB,712GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_infra_win_vdi03,noiclapa01_p9_SAS0_RESERVED_VDI,5030GB,online,win_infra_vdi01,/esx/esx_infra_win_vdi03,3386GB,none,false,0GB,2987GB,-,-,-,-,6373GB,-1343GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_infra_win_vdi04,noiclapa01_p9_SAS0_RESERVED_VDI,5120GB,online,infra_win05,/esx/esx_infra_win_vdi04,3711GB,default_VDI,false,0GB,1601GB,-,-,-,-,5312GB,-192GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_noi_spbvdi_01_nfs01,noiclapa01_p10_SAS0_RESERVED_VDI,5120GB,online,esx_noi_spbvdi_01_nfs01,/esx/esx_noi_spbvdi_01_nfs01,2884GB,none,false,0GB,5019GB,-,-,-,-,7903GB,-2783GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_noi_spbvdi_01_nfs02,noiclapa01_p10_SAS0_RESERVED_VDI,4096GB,online,esx_noi_spbvdi_01_nfs02,/esx/esx_noi_spbvdi_01_nfs02,710GB,none,false,0GB,1737GB,-,-,-,-,2447GB,1649GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_noi_spbvdi_01_nfs03,noiclapa01_p9_SAS0_RESERVED_VDI,4096GB,online,esx_noi_spbvdi_01_nfs03,/esx/esx_noi_spbvdi_01_nfs03,524GB,none,false,0GB,1055GB,-,-,-,-,1579GB,2517GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_noi_vdi_02_gcs_nfs01,noiclapa01_p9_SAS0_RESERVED_VDI,9575GB,online,esx_noi_vdi_02_gcs_nfs,/esx/esx_noi_vdi_02_gcs_nfs01,6961GB,none,false,0GB,3984GB,-,-,-,-,10945GB,-1370GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_noi_vdi_02_gcs_nfs02,noiclapa01_p10_SAS0_RESERVED_VDI,8775GB,online,esx_noi_vdi_02_gcs_nfs,/esx/esx_noi_vdi_02_gcs_nfs02,5799GB,none,false,0GB,3403GB,-,-,-,-,9202GB,-427GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_spb_infra_vdi01,noiclapa01_p10_SAS0_RESERVED_VDI,4096GB,online,spb_infra,/esx/esx_spb_infra_vdi01,1372GB,none,false,0GB,1777GB,-,-,-,-,3149GB,947GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_unix_infra_vdi01,noiclapa01_p10_SAS0_RESERVED_VDI,7990GB,online,esx_rh_vdi01,/esx/esx_unix_infra_vdi01,4960GB,default,false,0GB,3107GB,-,-,-,-,8067GB,-77GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_unix_infra_vdi02,noiclapa01_p9_SAS0_RESERVED_VDI,4080GB,online,esx_rh_vdi01,/esx/esx_unix_infra_vdi02,2454GB,default,false,0GB,872GB,-,-,-,-,3326GB,754GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_user_win_vdi01,noiclapa01_p9_SAS0_RESERVED_VDI,7127GB,online,win_infra_vdi01,/esx/esx_user_win_vdi01,4469GB,none,false,0GB,3981GB,-,-,-,-,8450GB,-1323GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,esx_windows_infra_vdi04,noiclapa01_p9_SAS0_RESERVED_VDI,4096GB,online,infra_win04,/esx/esx_windows_infra_vdi04,2456GB,default,false,0GB,951GB,-,-,-,-,3407GB,689GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,noi_unix_vdi_01_nfs01_active,noiclapa01_p10_SAS0_RESERVED_VDI,8765GB,online,noi_unix_vdi_01_nfs01_active,/esx/noi_unix_vdi_01_nfs01_active,6497GB,none,false,0GB,18638GB,-,-,-,-,25135GB,-16370GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,noi_unix_vdi_01_nfs02_active,noiclapa01_p9_SAS0_RESERVED_VDI,7884GB,online,noi_unix_vdi_01_nfs02_active,/esx/noi_unix_vdi_01_nfs02_active,5656GB,none,false,0GB,17550GB,-,-,-,-,23206GB,-15322GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vdi_prd_images,noiclapa01_p9_SAS0_RESERVED_VDI,700GB,online,kvm_vdi,/kvm/vdi_prd_images,521GB,none,false,0GB,986GB,-,-,-,-,1507GB,-807GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vdi_temp_farm_vikash,noiclapa01_p9_SAS0_RESERVED_VDI,2560GB,online,vdi_temp_farm_vikash,-,43GB,default,false,0GB,0GB,-,-,-,-,43GB,2517GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root,noiclapa01_p5_SAS0,1GB,online,default,/,0GB,default,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p1,noiclapa01_p1_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p10,noiclapa01_p10_SAS0_RESERVED_VDI,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p2,noiclapa01_p2_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p5,noiclapa01_p5_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p6,noiclapa01_p6_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p7,noiclapa01_p7_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p8,noiclapa01_p8_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_p9,noiclapa01_p9_SAS0_RESERVED_VDI,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_s1,noiclapa01_s1_SATA0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs_vdi,vs_vdi_root_s2,noiclapa01_s2_SATA0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
