Filer,VServer,Volume,Aggregate,Size,State,Policy,Junction-Path,Used,Snapshot-Policy,Clone-Volume,Compression-Space-Saved,Dedupe-Space-Saved,Clone-Parent-Name,QTree,QTree-Quota,QTree-Used,Space-Needed,Space-Alloc-Needed,CIFS,Owner,EMT-2,BU,Site:Path
noiclapa01-cls-mgt,vs0,process,noiclapa01_p7_SAS0,500GB,online,default,/ipg/process,0GB,default,false,0GB,0GB,-,-,-,-,0GB,500GB,-,-,-,-,noida:/process/tsmcN28
noiclapa01-cls-mgt,vs0,proj15a,noiclapa01_s1_SATA0,500GB,online,default,/vol/proj15a,400GB,default-1weekly,false,0GB,0GB,-,-,-,-,400GB,100GB,-,-,-,-,noida:/project/megha_r100_u28hlp
noiclapa01-cls-mgt,vs0,proj15a,noiclapa01_s1_SATA0,500GB,online,default,/vol/proj15a,400GB,default-1weekly,false,0GB,0GB,-,megha_r100_u28hlp,500GB,397GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,psd_psdstore7,noiclapa01_p7_SAS0,2048GB,online,spb_psd,/vol/psd_psdstore7,906GB,default,false,0GB,798GB,-,-,-,-,1704GB,344GB,-,-,-,-,noida:/servers/psdstore7
noiclapa01-cls-mgt,vs0,psf_xl_benchmark,noiclapa01_s1_SATA0,900GB,online,cic,/cic/psf_xl_benchmark,841GB,none,false,0GB,0GB,-,-,-,-,841GB,59GB,-,-,-,-,noida:/grid/cic/pdk
noiclapa01-cls-mgt,vs0,ptmExportArea,noiclapa01_p8_SATA0,128GB,online,default,/vols/ptmExportArea,8GB,none,false,0GB,0GB,-,-,-,-,8GB,120GB,-,-,-,-,noida:/lan/cva/ptmExportArea
noiclapa01-cls-mgt,vs0,pubtools_munish_temp,noiclapa01_p8_SAS0,15GB,online,default,/vols/pubtools_munish_temp,14GB,default,false,0GB,0GB,-,-,-,-,14GB,1GB,-,-,-,-,noida:/vols/pubtools
noiclapa01-cls-mgt,vs0,pv_abv_pv,noiclapa01_p1_SAS0,5GB,online,avs,/avs/pv_abv_pv,1GB,none,false,0GB,0GB,-,-,-,-,1GB,4GB,-,-,-,-,noida:/servers/abv_pv
noiclapa01-cls-mgt,vs0,pv_dv_pv,noiclapa01_p1_SAS0,270GB,online,avs,/avs/pv_dv_pv,237GB,none,false,0GB,0GB,-,-,-,-,237GB,33GB,-,-,-,-,noida:/servers/ops
noiclapa01-cls-mgt,vs0,pv_qa_repository,noiclapa01_p1_SAS0,45GB,online,avs,/avs/pv_qa_repository,38GB,none,false,0GB,0GB,-,-,-,-,38GB,7GB,-,-,-,-,noida:/servers/qa_repository
noiclapa01-cls-mgt,vs0,pv_qor_test,noiclapa01_p1_SAS0,500GB,online,default,/vols/pv_qor_test,1GB,it-noida,false,0GB,0GB,-,-,-,-,1GB,499GB,-,-,-,-,noida:/vols/pv_qor_test
noiclapa01-cls-mgt,vs0,pv_scratch_rpp,noiclapa01_s1_SATA0,2GB,online,default,/vol/pv_scratch_rpp,0GB,none,false,0GB,0GB,-,-,-,-,0GB,2GB,-,-,-,-,noida:/lan/cva/pv_scratch_rpp
noiclapa01-cls-mgt,vs0,pv_tvm,noiclapa01_p1_SAS0,125GB,online,avs,/avs/pv_tvm,124GB,none,false,0GB,0GB,-,-,-,-,124GB,1GB,-,-,-,-,noida:/servers/tvms
noiclapa01-cls-mgt,vs0,pv_voltus_t1b_001,noiclapa01_p6_SAS0,10240GB,online,default,/vols/pv_voltus_t1b_001,9785GB,none,false,0GB,2341GB,-,-,-,-,12126GB,-1886GB,-,-,-,-,noida:/vols/voltus01
noiclapa01-cls-mgt,vs0,pv_voltus_t1b_002,noiclapa01_p5_SAS0,5120GB,online,default,/vols/pv_voltus_t1b_002,4435GB,none,false,0GB,1778GB,-,-,-,-,6213GB,-1093GB,-,-,-,-,noida:/vols/voltus02
noiclapa01-cls-mgt,vs0,qrc_n16_pilot,noiclapa01_p2_SAS0,2560GB,online,default,/vols/qrc_n16_pilot,1471GB,none,false,0GB,0GB,-,-,-,-,1471GB,1089GB,-,-,-,-,noida:/servers/qrc_n16_pilot
noiclapa01-cls-mgt,vs0,r_old,noiclapa01_p7_SAS0,100GB,online,avs,/p4/r_old,0GB,default,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/rocketick/old
noiclapa01-cls-mgt,vs0,r_regress,noiclapa01_p7_SAS0,100GB,online,avs,/p4/r_regress,0GB,default,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/rocketick/local_regression
noiclapa01-cls-mgt,vs0,r_repos,noiclapa01_p7_SAS0,100GB,online,avs,/p4/r_repos,0GB,default,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/rocketick/repos
noiclapa01-cls-mgt,vs0,r_scratch,noiclapa01_p7_SAS0,1280GB,online,avs,/p4/r_scratch,759GB,default,false,0GB,727GB,-,-,-,-,1486GB,-206GB,-,-,-,-,noida:/rocketick/users
noiclapa01-cls-mgt,vs0,r_scripts,noiclapa01_p7_SAS0,100GB,online,avs,/p4/r_scripts,0GB,none,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/rocketick/scripts
noiclapa01-cls-mgt,vs0,r_tools,noiclapa01_p7_SAS0,100GB,online,avs,/p4/r_tools,10GB,default,false,0GB,14GB,-,-,-,-,24GB,76GB,-,-,-,-,noida:/rocketick/tools
noiclapa01-cls-mgt,vs0,rawath_data,noiclapa01_p5_SAS0,40GB,online,default,/cva/rawath_data,9GB,none,false,0GB,0GB,-,-,-,-,9GB,31GB,-,-,-,-,noida:/grid/cva/rawath_test
noiclapa01-cls-mgt,vs0,rels,noiclapa01_p1_SAS0,5GB,online,avs,/avs/rels,0GB,none,false,0GB,0GB,-,-,-,-,0GB,5GB,-,-,-,-,noida:/vols/rels
noiclapa01-cls-mgt,vs0,rgautamTI_project,noiclapa01_s1_SATA0,50GB,online,gcc,/gcc/rgautamTI_project,41GB,none,false,0GB,0GB,-,-,-,-,41GB,9GB,-,-,-,-,noida:/ccstools/rgautam_TI
noiclapa01-cls-mgt,vs0,rhev_backup_vol01,noiclapa01_s1_SATA0,100GB,online,rhev_backup01,/it/rhev_backup_vol01,0GB,it-noida,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/vols/rhev_backup_vol01
noiclapa01-cls-mgt,vs0,ripul_data,noiclapa01_p7_SAS0,5GB,online,default,/vols/ripul_data,4GB,none,false,0GB,0GB,-,-,-,-,4GB,1GB,true,-,-,-,noida:/vols/ripul_data
noiclapa01-cls-mgt,vs0,rppreg,noiclapa01_s1_SATA0,1GB,online,default,/vols/rppreg,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,noida:/lan/cva/rppreg
noiclapa01-cls-mgt,vs0,rppreg2,noiclapa01_p5_SAS0,2GB,online,cva,/cva/rppreg2,0GB,it-noida,false,0GB,0GB,-,-,-,-,0GB,2GB,-,-,-,-,noida:/lan/cva/rppreg2
noiclapa01-cls-mgt,vs0,scp_fw01,noiclapa01_p7_SAS0,50GB,online,default,/grid/scp_fw01,4GB,none,false,0GB,0GB,-,-,-,-,4GB,46GB,-,-,-,-,noida:/grid/scp/fw
noiclapa01-cls-mgt,vs0,sd4hc_data,noiclapa01_p2_SAS0,800GB,online,default,/vols/sd4hc_data,597GB,none,false,0GB,0GB,-,-,-,-,597GB,203GB,-,-,-,-,noida:/servers/sd4hc_data
noiclapa01-cls-mgt,vs0,serdes_umc_salvo_wf_temp,noiclapa01_s1_SATA0,2GB,online,default,/vol/serdes_umc_salvo_wf_temp,0GB,none,false,0GB,0GB,-,-,-,-,0GB,2GB,-,-,-,-,noida:/servers/serdes_umc_salvo_wf_temp
noiclapa01-cls-mgt,vs0,sev_cm_utils_cache,noiclapa01_p2_SAS0,200GB,online,default,/vol/sev_cm_utils_cache,97GB,none,false,0GB,0GB,-,-,-,-,97GB,103GB,-,-,-,-,noida:/grid/dfm/bin
noiclapa01-cls-mgt,vs0,sev_dsk_home_ind01,noiclapa01_p2_SAS0,120GB,online,default,/sev/sev_dsk_home_ind01,62GB,none,false,0GB,0GB,-,-,-,-,62GB,58GB,-,-,-,-,noida:/hm/amishra
noiclapa01-cls-mgt,vs0,sev_grp_an_gui,noiclapa01_p1_SAS0,560GB,online,default,/sev/sev_grp_an_gui,480GB,none,false,0GB,0GB,-,-,-,-,480GB,80GB,-,-,-,-,noida:/sev/grp_an_gui
noiclapa01-cls-mgt,vs0,sev_grp_ind_an01,noiclapa01_p1_SAS0,110GB,online,default,/sev/sev_grp_ind_an01,95GB,none,false,0GB,0GB,-,-,-,-,95GB,15GB,-,-,-,-,noida:/sev/grp_ind_an01
noiclapa01-cls-mgt,vs0,sev_grp_ind_an02,noiclapa01_p1_SAS0,110GB,online,default,/sev/sev_grp_ind_an02,106GB,none,false,0GB,0GB,-,-,-,-,106GB,4GB,-,-,-,-,noida:/sev/grp_ind_an02
noiclapa01-cls-mgt,vs0,sev_grp_pe_data01,noiclapa01_p1_SAS0,310GB,online,default,/sev/sev_grp_pe_data01,267GB,none,false,0GB,0GB,-,-,-,-,267GB,43GB,-,-,-,-,noida:/sev/grp_pe_data01
noiclapa01-cls-mgt,vs0,sev_grp_pv_qehome,noiclapa01_p1_SAS0,300GB,online,default,/sev/sev_grp_pv_qehome,298GB,none,false,0GB,0GB,-,-,-,-,298GB,2GB,-,-,-,-,noida:/hm/qe
noiclapa01-cls-mgt,vs0,sev_ind_vol04,noiclapa01_p2_SAS0,60GB,online,default,/sev/sev_ind_vol04,10GB,none,false,0GB,0GB,-,-,-,-,10GB,50GB,-,-,-,-,noida:/hm/builds
noiclapa01-cls-mgt,vs0,sev_vol01,noiclapa01_p2_SAS0,310GB,online,default,/sev/sev_vol01,205GB,none,false,0GB,0GB,-,-,-,-,205GB,105GB,-,-,-,-,noida:/servers/sevstore
noiclapa01-cls-mgt,vs0,sfi_hpc,noiclapa01_p1_SAS0,100GB,online,default,/it/sfi_hpc,64GB,none,false,0GB,0GB,-,-,-,-,64GB,36GB,-,-,-,-,noida:/grid/sfi/hpc
noiclapa01-cls-mgt,vs0,sfi_it_connections,noiclapa01_p7_SAS0,100GB,online,default,/vols/sfi_it_connections,0GB,none,false,0GB,0GB,-,-,-,-,0GB,100GB,-,-,-,-,noida:/vols/sfi_it_connections
noiclapa01-cls-mgt,vs0,sfi_matrix05,noiclapa01_p6_SAS0,15GB,online,default,/vols/sfi_matrix05,0GB,none,false,0GB,0GB,-,-,-,-,0GB,15GB,-,-,-,-,noida:/grid/sfi/matrix05
noiclapa01-cls-mgt,vs0,sfi_pbs_var,noiclapa01_p7_SAS0,1536GB,online,farm_pbs,/it/sfi_pbs_var,1136GB,default,false,0GB,1GB,-,-,-,-,1137GB,399GB,-,-,-,-,noida:/grid/sfi/pbs_var
noiclapa01-cls-mgt,vs0,sfi_rtm,noiclapa01_p5_SAS0,1774GB,online,farm_rtm,/vols/sfi_rtm,595GB,default,false,0GB,0GB,-,-,-,-,595GB,1179GB,-,-,-,-,noida:/grid/sfi/rtm
noiclapa01-cls-mgt,vs0,sgautam_temp,noiclapa01_s1_SATA0,400GB,online,default,/vols/sgautam_temp,258GB,it-noida,false,0GB,0GB,-,-,-,-,258GB,142GB,-,-,-,-,noida:/vols/sgautam_temp
noiclapa01-cls-mgt,vs0,sigrity_fort10,noiclapa01_s1_SATA0,5000GB,online,default,/vols/sigrity_fort10,3797GB,none,false,0GB,0GB,-,-,-,-,3797GB,1203GB,-,dxiao,sdesai,Custom_IC_&_PCB_Group,noida:/vols/sigrity_fort10
noiclapa01-cls-mgt,vs0,sk_test3,noiclapa01_p8_SAS0,5GB,online,test1,/vol/sk_test3,0GB,default,false,0GB,0GB,-,-,-,-,0GB,5GB,-,-,-,-,noida:/vols/sk_test3
noiclapa01-cls-mgt,vs0,slt_backup,noiclapa01_p8_SATA0,500GB,online,cva,/cva/slt_backup,0GB,none,false,0GB,0GB,-,-,-,-,0GB,500GB,-,-,-,-,noida:/lan/cva/slt_backup
noiclapa01-cls-mgt,vs0,sol_p4_client_test_runs_t1nb,noiclapa01_s1_SATA0,500GB,online,avs,/vols/sol_p4_client_test_runs_t1nb,266GB,none,false,0GB,0GB,-,-,-,-,266GB,234GB,-,-,-,-,noida:/grid/solval/test_runs
noiclapa01-cls-mgt,vs0,spbcrash_space,noiclapa01_p8_SATA0,200GB,online,default,/vols/spbcrash_space,10GB,default,false,0GB,0GB,-,-,-,-,10GB,190GB,-,-,-,-,noida:/vols/spbcrash_space
noiclapa01-cls-mgt,vs0,spmn_ep_temp,noiclapa01_p1_SAS0,3788GB,online,default,/avs/spmn_ep_temp,1363GB,none,false,0GB,2008GB,-,-,-,-,3371GB,417GB,-,-,-,-,noida:/servers/spmn_temp
noiclapa01-cls-mgt,vs0,stor_home02,noiclapa01_p8_SAS0,2609GB,online,it,/it/stor_home02,1322GB,default,false,0GB,397GB,-,-,-,-,1719GB,890GB,true,-,-,-,bnglrdpc:/hm/sharmila;bnglrpod:/hm/sharmila;noida:/hm/JKHAN;sanjose:/hm/justynam;sjdpc2:/coho/justynam
noiclapa01-cls-mgt,vs0,stor_home03,noiclapa01_p2_SAS0,850GB,online,default,/it_test/stor_home03,726GB,1-weekly,false,0GB,5GB,-,-,-,-,731GB,119GB,-,-,-,-,noida:/hm/aagarwal
noiclapa01-cls-mgt,vs0,stor_home04,noiclapa01_p7_SAS0,1536GB,online,default,/it/stor_home04,669GB,default,false,0GB,0GB,-,-,-,-,669GB,867GB,true,-,-,-,noida:/hm/abhay
noiclapa01-cls-mgt,vs0,stor_home05,noiclapa01_p5_SAS0,1024GB,online,it,/it/stor_home05,62GB,1-weekly,false,0GB,22GB,-,-,-,-,84GB,940GB,-,-,-,-,noida:/hm/aadityap
noiclapa01-cls-mgt,vs0,stor_srm,noiclapa01_s1_SATA0,20GB,online,default,/vols/stor_srm,2GB,none,false,0GB,0GB,-,-,-,-,2GB,18GB,-,-,-,-,noida:/hm/ldap
noiclapa01-cls-mgt,vs0,storage_logs,noiclapa01_p1_SAS0,50GB,online,it,/vols/storage_logs,1GB,none,false,0GB,0GB,-,-,-,-,1GB,49GB,-,-,-,-,noida:/vols/storage_logs
noiclapa01-cls-mgt,vs0,svcs_in_nbkup,noiclapa01_p5_SAS0,300GB,online,default,/vols/svcs_in_nbkup,106GB,none,false,0GB,0GB,-,-,-,-,106GB,194GB,-,-,-,-,noida:/project/svcs_india
noiclapa01-cls-mgt,vs0,svg_mysql,noiclapa01_p5_SAS0,150GB,online,oracle,/oracle/svg_mysql,104GB,none,false,0GB,0GB,-,-,-,-,104GB,46GB,-,-,-,-,noida:/vols/svg_mysql
noiclapa01-cls-mgt,vs0,swjain_vol1,noiclapa01_p8_SAS0,225GB,online,cva,/cva/swjain_vol1,65GB,none,false,0GB,0GB,-,-,-,-,65GB,160GB,-,-,-,-,noida:/grid/cva/swjain_vol1
noiclapa01-cls-mgt,vs0,syn_home,noiclapa01_p2_SAS0,950GB,online,fed,/fed/syn_home,629GB,none,false,0GB,291GB,-,-,-,-,920GB,30GB,-,-,-,-,noida:/servers/rcusers
noiclapa01-cls-mgt,vs0,syn_rc,noiclapa01_p2_SAS0,2764GB,online,fed,/fed/syn_rc,2557GB,none,false,0GB,0GB,-,-,-,-,2557GB,207GB,-,-,-,-,noida:/hm/code
noiclapa01-cls-mgt,vs0,syn_rcqor,noiclapa01_p8_SATA0,200GB,online,fed,/fed/syn_rcqor,0GB,none,false,0GB,0GB,-,-,-,-,0GB,200GB,-,-,-,-,noida:/hm/rcqor
noiclapa01-cls-mgt,vs0,syntech_no_t2b,noiclapa01_p8_SATA0,1024GB,online,default,/icd/syntech_no_t2b,89GB,none,false,0GB,0GB,-,-,-,-,89GB,935GB,-,-,-,-,noida:/icd/syntech_no_t2b
noiclapa01-cls-mgt,vs0,syntech_no_t2nb,noiclapa01_p8_SATA0,1024GB,online,default,/icd/syntech_no_t2nb,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1024GB,-,-,-,-,noida:/icd/syntech_no_t2nb
noiclapa01-cls-mgt,vs0,temp_extpe_till_dec17,noiclapa01_p6_SAS0,600GB,online,default,/vols/temp_extpe_till_dec17,449GB,none,false,0GB,0GB,-,-,-,-,449GB,151GB,-,-,-,-,noida:/vols/temp_extpe
noiclapa01-cls-mgt,vs0,temp_ratnakar,noiclapa01_p8_SATA0,800GB,online,rsync,/vol/temp_ratnakar,743GB,none,false,0GB,0GB,-,-,-,-,743GB,57GB,-,-,-,-,noida:/servers/temp_ratnakar
noiclapa01-cls-mgt,vs0,temp_ssomani,noiclapa01_p5_SAS0,50GB,online,default,/vols/temp_ssomani,6GB,none,false,0GB,0GB,-,-,-,-,6GB,44GB,-,-,-,-,noida:/servers/temp_ssomani
noiclapa01-cls-mgt,vs0,tfo_home,noiclapa01_p1_SAS0,530GB,online,default,/vol/tfo_home,466GB,none,false,0GB,0GB,-,-,-,-,466GB,64GB,-,-,-,-,noida:/hm/ashishb
noiclapa01-cls-mgt,vs0,tfo_intel_vorm01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/tfo_intel_vorm01,205GB,none,false,0GB,119GB,-,-,-,-,324GB,700GB,-,-,-,-,noida:/grid/vormetric/secure_intel01
noiclapa01-cls-mgt,vs0,tfo_intel_vorm01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/tfo_intel_vorm01,205GB,none,false,0GB,119GB,-,sushma,250GB,48GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,tfo_intel_vorm01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/tfo_intel_vorm01,205GB,none,false,0GB,119GB,-,rajivd,250GB,11GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,tfo_intel_vorm01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/tfo_intel_vorm01,205GB,none,false,0GB,119GB,-,jomy,250GB,13GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,tfo_intel_vorm01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/tfo_intel_vorm01,205GB,none,false,0GB,119GB,-,vijayks,250GB,246GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,tfo_noida6,noiclapa01_s1_SATA0,1533GB,online,tfo,/tfo/tfo_noida6,1466GB,none,false,0GB,0GB,-,-,-,-,1466GB,67GB,-,-,-,-,noida:/servers/tfonoida6
noiclapa01-cls-mgt,vs0,tfo_noida7,noiclapa01_s1_SATA0,1843GB,online,tfo,/tfo/tfo_noida7,1806GB,none,false,0GB,15GB,-,-,-,-,1821GB,22GB,-,-,-,-,noida:/servers/tfonoida7
noiclapa01-cls-mgt,vs0,tlm_ip,noiclapa01_s1_SATA0,200GB,online,avs,/avs/tlm_ip,176GB,none,false,0GB,0GB,-,-,-,-,176GB,24GB,-,-,-,-,noida:/servers/tlm_ip
noiclapa01-cls-mgt,vs0,tool_method,noiclapa01_p1_SAS0,100GB,online,default,/vols/tool_method,52GB,none,false,0GB,0GB,-,-,-,-,52GB,48GB,-,-,-,-,noida:/tool/method
noiclapa01-cls-mgt,vs0,tools_vol01,noiclapa01_p1_SAS0,60GB,online,fed,/fed/tools_vol01,50GB,none,false,0GB,0GB,-,-,-,-,50GB,10GB,-,-,-,-,noida:/servers/tools
noiclapa01-cls-mgt,vs0,tp_tools_backup,noiclapa01_p8_SATA0,400GB,online,default,/vols/tp_tools_backup,384GB,none,false,0GB,0GB,-,-,-,-,384GB,16GB,-,niraj,mbao,WW_IT_ADMIN,noida:/grid/it/tp_tools_backup
noiclapa01-cls-mgt,vs0,ubuild_scratch,noiclapa01_p8_SATA0,6144GB,online,ubuild,/vols/ubuild_scratch,2436GB,none,false,0GB,0GB,-,-,-,-,2436GB,3708GB,-,-,-,-,noida:/vols/ubuild_scratch
noiclapa01-cls-mgt,vs0,usb_hermes_t12ffc_tc,noiclapa01_p6_SAS0,500GB,online,default,/projects/usb_hermes_t12ffc_tc,0GB,default,false,0GB,0GB,-,-,-,-,0GB,500GB,-,-,-,-,noida:/projects/usb_hermes_t12ffc_tc
noiclapa01-cls-mgt,vs0,usb_jenkins,noiclapa01_p2_SAS0,3272GB,online,default,/vols/usb_jenkins,551GB,it-noida,false,0GB,0GB,-,-,-,-,551GB,2721GB,-,-,-,-,noida:/projects/usb_jenkins
noiclapa01-cls-mgt,vs0,vdi_data,noiclapa01_s1_SATA0,1126GB,online,default,/vols/vdi_data,1109GB,none,false,0GB,0GB,-,-,-,-,1109GB,17GB,-,-,-,-,noida:/vols/vdi_data
noiclapa01-cls-mgt,vs0,vdi_scratch_01,noiclapa01_p5_SAS0,1843GB,online,it,/it/vdi_scratch_01,1593GB,default,false,0GB,234GB,-,-,-,-,1827GB,16GB,-,-,-,-,noida:/servers/scratch50
noiclapa01-cls-mgt,vs0,vdi_scratch_02,noiclapa01_p8_SATA0,11264GB,online,default,/it/vdi_scratch_02,10377GB,default_VDI,false,0GB,3503GB,-,-,-,-,13880GB,-2616GB,-,-,-,-,noida:/servers/scratch05
noiclapa01-cls-mgt,vs0,viewstore3,noiclapa01_p5_SAS0,3368GB,online,viewstore,/vols/viewstore3,642GB,it-noida,false,0GB,0GB,-,-,-,-,642GB,2726GB,-,-,-,-,noida:/ccase/viewstore3
noiclapa01-cls-mgt,vs0,vip_abc,noiclapa01_s2_SATA0,15GB,online,default,/vol/vip_abc,4GB,none,false,0GB,0GB,-,-,-,-,4GB,11GB,-,-,-,-,noida:/servers/vip_abc
noiclapa01-cls-mgt,vs0,vip_customer_support,noiclapa01_p8_SAS0,3584GB,online,default,/vols/vip_customer_support,2341GB,2D4H,false,0GB,87GB,-,-,-,-,2428GB,1156GB,-,-,-,-,noida:/servers/vip_customer_support
noiclapa01-cls-mgt,vs0,vip_pipephy_scratch,noiclapa01_p7_SAS0,1524GB,online,default,/vols/vip_pipephy_scratch,1020GB,2D4H,false,0GB,101GB,-,-,-,-,1121GB,403GB,-,-,-,-,noida:/servers/vip_pipephy_scratch
noiclapa01-cls-mgt,vs0,vip_scratch,noiclapa01_p6_SAS0,13497GB,online,default,/vols/vip_scratch,12639GB,none,false,0GB,0GB,-,-,-,-,12639GB,858GB,-,-,-,-,noida:/lan/dscratch/Shradha1
noiclapa01-cls-mgt,vs0,vip_solutions,noiclapa01_s1_SATA0,1024GB,online,default,/vols/vip_solutions,858GB,none,false,0GB,0GB,-,-,-,-,858GB,166GB,-,-,-,-,noida:/servers/vipsolutions
noiclapa01-cls-mgt,vs0,vip_vorm_vol01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/vip_vorm_vol01,14GB,none,false,0GB,0GB,-,-,-,-,14GB,1010GB,-,-,-,-,noida:/grid/vormetric/vip_vol01
noiclapa01-cls-mgt,vs0,vip_vorm_vol01,noiclapa01_s1_SATA0,1024GB,online,vormetric,/vorm/vip_vorm_vol01,14GB,none,false,0GB,0GB,-,simonian,1024GB,13GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vip_workspace,noiclapa01_p7_SAS0,6656GB,online,default,/vols/vip_workspace,5810GB,none,false,0GB,0GB,-,-,-,-,5810GB,846GB,-,-,-,-,noida:/lan/workspace/Shradha1
noiclapa01-cls-mgt,vs0,vobstore,noiclapa01_p7_SAS0,50GB,online,vobstore,/vol/vobstore,32GB,default,false,0GB,0GB,-,-,-,-,32GB,18GB,-,-,-,-,noida:/ccase/admin-in1
noiclapa01-cls-mgt,vs0,vobstore_nas_in1,noiclapa01_p7_SAS0,3123GB,online,vobstore,/vol/vobstore_nas_in1,3078GB,none,false,0GB,0GB,-,-,-,-,3078GB,45GB,-,-,-,-,noida:/ccase/vobstore_nas_in1
noiclapa01-cls-mgt,vs0,vobstore_nas_in2,noiclapa01_p7_SAS0,2252GB,online,vobstore,/vol/vobstore_nas_in2,1985GB,none,false,0GB,0GB,-,-,-,-,1985GB,267GB,-,-,-,-,noida:/ccase/vobstore_nas_in2
noiclapa01-cls-mgt,vs0,vol_envpv1,noiclapa01_p1_SAS0,710GB,online,cic,/cic/vol_envpv1,639GB,it-noida,false,0GB,0GB,-,-,-,-,639GB,71GB,-,-,-,-,noida:/servers/envpv1
noiclapa01-cls-mgt,vs0,vol_srahman,noiclapa01_p8_SATA0,750GB,online,default,/vols/vol_srahman,219GB,none,false,0GB,0GB,-,-,-,-,219GB,531GB,-,-,-,-,noida:/vols/vol_srahman
noiclapa01-cls-mgt,vs0,voltus_t2nb,noiclapa01_s1_SATA0,800GB,online,default,/vols/voltus_t2,466GB,none,false,0GB,0GB,-,-,-,-,466GB,334GB,-,-,-,-,noida:/vols/voltus_t2
noiclapa01-cls-mgt,vs0,vormetric_tfo5,noiclapa01_s2_SATA0,100GB,online,vormetric,/vorm/vormetric_tfo5,4GB,none,false,0GB,0GB,-,-,-,-,4GB,96GB,-,-,-,-,noida:/grid/vormetric/tfo5
noiclapa01-cls-mgt,vs0,vormetric_tfo5,noiclapa01_s2_SATA0,100GB,online,vormetric,/vorm/vormetric_tfo5,4GB,none,false,0GB,0GB,-,rpai,20GB,3GB,-,-,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root,noiclapa01_p5_SAS0,1GB,online,default,/,0GB,default,false,0GB,0GB,-,-,-,-,0GB,1GB,true,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p1,noiclapa01_p1_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p10,noiclapa01_p10_SAS0_RESERVED_VDI,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p2,noiclapa01_p2_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p5,noiclapa01_p5_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p6,noiclapa01_p6_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p7,noiclapa01_p7_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p8,noiclapa01_p8_SAS0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_p9,noiclapa01_p9_SAS0_RESERVED_VDI,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_s1,noiclapa01_s1_SATA0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,vs0_root_s2,noiclapa01_s2_SATA0,1GB,online,default,/,0GB,none,false,0GB,0GB,-,-,-,-,0GB,1GB,-,-,-,-,-
noiclapa01-cls-mgt,vs0,wuxi_tsmc28hpcp_72bit_phy,noiclapa01_p7_SAS0,1024GB,online,default,/projects/wuxi_tsmc28hpcp_72bit_phy,419GB,default,false,0GB,185GB,-,-,-,-,604GB,420GB,-,-,-,-,noida:/projects/wuxi_tsmc28hpcp_72bit_phy
