GSE-FB01,100,yok2,r_scripts,,,
GSE-FB01,100,yok2,r_tools,,,
GSE-FB01,40,yok2,rawath_data,,,
GSE-FB01,5,yok2,rels,,,
GSE-FB01,50,yok2,rgautamTI_project,,,
GSE-FB01,100,yok2,rhev_backup_vol01,,,
GSE-FB01,5,yok2,ripul_data,,,
GSE-FB01,1,yok2,rppreg,,,
GSE-FB01,2,yok2,rppreg2,,,
GSE-FB01,50,yok2,scp_fw01,,,
GSE-FB01,800,yok2,sd4hc_data,,,
GSE-FB01,2,yok2,serdes_umc_salvo_wf_temp,,,
GSE-FB01,200,yok2,sev_cm_utils_cache,,,
GSE-FB01,120,yok2,sev_dsk_home_ind01,,,
GSE-FB01,560,yok2,sev_grp_an_gui,,,
GSE-FB01,110,yok2,sev_grp_ind_an01,,,
GSE-FB01,110,yok2,sev_grp_ind_an02,,,
GSE-FB01,310,yok2,sev_grp_pe_data01,,,
GSE-FB01,300,yok2,sev_grp_pv_qehome,,,
GSE-FB01,60,yok2,sev_ind_vol04,,,
GSE-FB01,310,yok2,sev_vol01,,,
GSE-FB01,100,yok2,sfi_hpc,,,
GSE-FB01,100,yok2,sfi_it_connections,,,
GSE-FB01,15,yok2,sfi_matrix05,,,
GSE-FB01,1536,yok2,sfi_pbs_var,,,
GSE-FB01,1774,yok2,sfi_rtm,,,
GSE-FB01,400,yok2,sgautam_temp,,,
GSE-FB01,5000,yok2,custom_ic_&_pcb_group_sigrity_fort10,,,
GSE-FB01,5,yok2,sk_test3,,,
GSE-FB01,500,yok2,slt_backup,,,
GSE-FB01,500,yok2,sol_p4_client_test_runs_t1nb,,,
GSE-FB01,200,yok2,spbcrash_space,,,
GSE-FB01,3788,yok2,spmn_ep_temp,,,
GSE-FB01,2609,yok2,stor_home02,,,
GSE-FB01,850,yok2,stor_home03,,,
GSE-FB01,1536,yok2,stor_home04,,,
GSE-FB01,1024,yok2,stor_home05,,,
GSE-FB01,20,yok2,stor_srm,,,
GSE-FB01,50,yok2,storage_logs,,,
GSE-FB01,300,yok2,svcs_in_nbkup,,,
GSE-FB01,150,yok2,svg_mysql,,,
GSE-FB01,225,yok2,swjain_vol1,,,
GSE-FB01,950,yok2,syn_home,,,
GSE-FB01,2764,yok2,syn_rc,,,
GSE-FB01,200,yok2,syn_rcqor,,,
GSE-FB01,1024,yok2,syntech_no_t2b,,,
GSE-FB01,1024,yok2,syntech_no_t2nb,,,
GSE-FB01,600,yok2,temp_extpe_till_dec17,,,
GSE-FB01,800,yok2,temp_ratnakar,,,
GSE-FB01,50,yok2,temp_ssomani,,,
GSE-FB01,530,yok2,tfo_home,,,
GSE-FB01,1024,yok2,tfo_intel_vorm01,,,
GSE-FB01,250.0,yok2,tfo_intel_vorm01,,,
GSE-FB01,250.0,yok2,tfo_intel_vorm01,,,
GSE-FB01,250.0,yok2,tfo_intel_vorm01,,,
GSE-FB01,250.0,yok2,tfo_intel_vorm01,,,
GSE-FB01,1533,yok2,tfo_noida6,,,
GSE-FB01,1843,yok2,tfo_noida7,,,
GSE-FB01,200,yok2,tlm_ip,,,
GSE-FB01,100,yok2,tool_method,,,
GSE-FB01,60,yok2,tools_vol01,,,
GSE-FB01,400,yok2,ww_it_admin_tp_tools_backup,,,
GSE-FB01,6144,yok2,ubuild_scratch,,,
GSE-FB01,500,yok2,usb_hermes_t12ffc_tc,,,
GSE-FB01,3272,yok2,usb_jenkins,,,
GSE-FB01,1126,yok2,vdi_data,,,
GSE-FB01,1843,yok2,vdi_scratch_01,,,
GSE-FB01,13880,yok2,vdi_scratch_02,,,
GSE-FB01,3368,yok2,viewstore3,,,
GSE-FB01,15,yok2,vip_abc,,,
GSE-FB01,3584,yok2,vip_customer_support,,,
GSE-FB01,1524,yok2,vip_pipephy_scratch,,,
GSE-FB01,13497,yok2,vip_scratch,,,
GSE-FB01,1024,yok2,vip_solutions,,,
GSE-FB01,1024,yok2,vip_vorm_vol01,,,
GSE-FB01,1024.0,yok2,vip_vorm_vol01,,,
GSE-FB01,6656,yok2,vip_workspace,,,
GSE-FB01,50,yok2,vobstore,,,
GSE-FB01,3123,yok2,vobstore_nas_in1,,,
GSE-FB01,2252,yok2,vobstore_nas_in2,,,
GSE-FB01,710,yok2,vol_envpv1,,,
GSE-FB01,750,yok2,vol_srahman,,,
GSE-FB01,800,yok2,voltus_t2nb,,,
GSE-FB01,100,yok2,vormetric_tfo5,,,
GSE-FB01,20.0,yok2,vormetric_tfo5,,,
GSE-FB01,1,yok2,vs0_root,,,
GSE-FB01,1,yok2,vs0_root_p1,,,
GSE-FB01,1,yok2,vs0_root_p10,,,
GSE-FB01,1,yok2,vs0_root_p2,,,
GSE-FB01,1,yok2,vs0_root_p5,,,
